"Hora inicio","Hora fin","Título","Fecha inicio","Fecha fin","Canal"
"13:45:00","15:15:00","Dr. Seuss' The Lorax","2012-09-20","2012-09-20","PPV2",
"15:15:00","16:45:00","Dr. Seuss' The Lorax","2012-09-20","2012-09-20","PPV2",
"16:45:00","18:15:00","Dr. Seuss' The Lorax","2012-09-20","2012-09-20","PPV2",
"18:15:00","19:45:00","Dr. Seuss' The Lorax","2012-09-20","2012-09-20","PPV2",
"19:45:00","21:15:00","Dr. Seuss' The Lorax","2012-09-20","2012-09-20","PPV2",
"21:15:00","22:45:00","Dr. Seuss' The Lorax","2012-09-20","2012-09-20","PPV2",
"22:45:00","00:15:00","Dr. Seuss' The Lorax","2012-09-20","2012-09-21","PPV2",
"00:15:00","01:45:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"01:45:00","03:15:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"03:15:00","04:45:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"04:45:00","06:15:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"06:15:00","07:45:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"07:45:00","09:15:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"09:15:00","10:45:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"10:45:00","12:15:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"12:15:00","13:45:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"13:45:00","15:15:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"15:15:00","16:45:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"16:45:00","18:15:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"18:15:00","19:45:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"19:45:00","21:15:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"21:15:00","22:45:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-21","PPV2",
"22:45:00","00:15:00","Dr. Seuss' The Lorax","2012-09-21","2012-09-22","PPV2",
"00:15:00","01:45:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"01:45:00","03:15:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"03:15:00","04:45:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"04:45:00","06:15:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"06:15:00","07:45:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"07:45:00","09:15:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"09:15:00","10:45:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"10:45:00","12:15:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"12:15:00","13:45:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"13:45:00","15:15:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"15:15:00","16:45:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"16:45:00","18:15:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"18:15:00","19:45:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"19:45:00","21:15:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"21:15:00","22:45:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-22","PPV2",
"22:45:00","00:15:00","Dr. Seuss' The Lorax","2012-09-22","2012-09-23","PPV2",
"00:15:00","01:45:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"01:45:00","03:15:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"03:15:00","04:45:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"04:45:00","06:15:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"06:15:00","07:45:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"07:45:00","09:15:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"09:15:00","10:45:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"10:45:00","12:15:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"12:15:00","13:45:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"13:45:00","15:15:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"15:15:00","16:45:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"16:45:00","18:15:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"18:15:00","19:45:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"19:45:00","21:15:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"21:15:00","22:45:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-23","PPV2",
"22:45:00","00:15:00","Dr. Seuss' The Lorax","2012-09-23","2012-09-24","PPV2",
"00:15:00","01:45:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"01:45:00","03:15:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"03:15:00","04:45:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"04:45:00","06:15:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"06:15:00","07:45:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"07:45:00","09:15:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"09:15:00","10:45:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"10:45:00","12:15:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"12:15:00","13:45:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"13:45:00","15:15:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"15:15:00","16:45:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"16:45:00","18:15:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"18:15:00","19:45:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"19:45:00","21:15:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"21:15:00","22:45:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-24","PPV2",
"22:45:00","00:15:00","Dr. Seuss' The Lorax","2012-09-24","2012-09-25","PPV2",
"00:15:00","01:45:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"01:45:00","03:15:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"03:15:00","04:45:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"04:45:00","06:15:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"06:15:00","07:45:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"07:45:00","09:15:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"09:15:00","10:45:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"10:45:00","12:15:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"12:15:00","13:45:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"13:45:00","15:15:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"15:15:00","16:45:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"16:45:00","18:15:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"18:15:00","19:45:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"19:45:00","21:15:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"21:15:00","22:45:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-25","PPV2",
"22:45:00","00:15:00","Dr. Seuss' The Lorax","2012-09-25","2012-09-26","PPV2",
"00:15:00","01:45:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"01:45:00","03:15:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"03:15:00","04:45:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"04:45:00","06:15:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"06:15:00","07:45:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"07:45:00","09:15:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"09:15:00","10:45:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"10:45:00","12:15:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"12:15:00","13:45:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"13:45:00","15:15:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"15:15:00","16:45:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"16:45:00","18:15:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"18:15:00","19:45:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"19:45:00","21:15:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"21:15:00","22:45:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-26","PPV2",
"22:45:00","00:15:00","Dr. Seuss' The Lorax","2012-09-26","2012-09-27","PPV2",
"00:15:00","01:45:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"01:45:00","03:15:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"03:15:00","04:45:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"04:45:00","06:15:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"06:15:00","07:45:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"07:45:00","09:15:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"09:15:00","10:45:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"10:45:00","12:15:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"12:15:00","13:45:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"13:45:00","15:15:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"15:15:00","16:45:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"16:45:00","18:15:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"18:15:00","19:45:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"19:45:00","21:15:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"21:15:00","22:45:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-27","PPV2",
"22:45:00","00:15:00","Dr. Seuss' The Lorax","2012-09-27","2012-09-28","PPV2",
"00:15:00","01:45:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"01:45:00","03:15:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"03:15:00","04:45:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"04:45:00","06:15:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"06:15:00","07:45:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"07:45:00","09:15:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"09:15:00","10:45:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"10:45:00","12:15:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"12:15:00","13:45:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"13:45:00","15:15:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"15:15:00","16:45:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"16:45:00","18:15:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"18:15:00","19:45:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"19:45:00","21:15:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"21:15:00","22:45:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-28","PPV2",
"22:45:00","00:15:00","Dr. Seuss' The Lorax","2012-09-28","2012-09-29","PPV2",
"00:15:00","01:45:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"01:45:00","03:15:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"03:15:00","04:45:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"04:45:00","06:15:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"06:15:00","07:45:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"07:45:00","09:15:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"09:15:00","10:45:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"10:45:00","12:15:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"12:15:00","13:45:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"13:45:00","15:15:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"15:15:00","16:45:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"16:45:00","18:15:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"18:15:00","19:45:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"19:45:00","21:15:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"21:15:00","22:45:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-29","PPV2",
"22:45:00","00:15:00","Dr. Seuss' The Lorax","2012-09-29","2012-09-30","PPV2",
"00:15:00","01:45:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"01:45:00","03:15:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"03:15:00","04:45:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"04:45:00","06:15:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"06:15:00","07:45:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"07:45:00","09:15:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"09:15:00","10:45:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"10:45:00","12:15:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"12:15:00","13:45:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"13:45:00","15:15:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"15:15:00","16:45:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"16:45:00","18:15:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"18:15:00","19:45:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"19:45:00","21:15:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"21:15:00","22:45:00","Dr. Seuss' The Lorax","2012-09-30","2012-09-30","PPV2",
"22:45:00","00:15:00","Dr. Seuss' The Lorax","2012-09-30","2012-10-01","PPV2",
"00:15:00","01:45:00","Dr. Seuss' The Lorax","2012-10-01","2012-10-01","PPV2",
"01:45:00","03:15:00","Dr. Seuss' The Lorax","2012-10-01","2012-10-01","PPV2",
"03:15:00","04:45:00","Dr. Seuss' The Lorax","2012-10-01","2012-10-01","PPV2",
"04:45:00","06:15:00","Dr. Seuss' The Lorax","2012-10-01","2012-10-01","PPV2",
"06:15:00","07:45:00","Dr. Seuss' The Lorax","2012-10-01","2012-10-01","PPV2",
"07:45:00","09:15:00","Dr. Seuss' The Lorax","2012-10-01","2012-10-01","PPV2",
"09:15:00","10:45:00","Dr. Seuss' The Lorax","2012-10-01","2012-10-01","PPV2",

"07:30:00","09:45:00","Hugo ","2012-08-20","2012-08-20","PPV3",
"09:45:00","12:30:00","Hugo ","2012-08-20","2012-08-20","PPV3",
"12:30:00","14:45:00","Hugo ","2012-08-20","2012-08-20","PPV3",
"14:45:00","17:15:00","Hugo ","2012-08-20","2012-08-20","PPV3",
"17:15:00","19:30:00","Hugo ","2012-08-20","2012-08-20","PPV3",
"19:30:00","22:00:00","Hugo ","2012-08-20","2012-08-20","PPV3",
"22:00:00","00:15:00","Hugo ","2012-08-20","2012-08-21","PPV3",
"00:15:00","02:45:00","Hugo ","2012-08-21","2012-08-21","PPV3",
"02:45:00","05:00:00","Hugo ","2012-08-21","2012-08-21","PPV3",
"05:00:00","07:30:00","Hugo ","2012-08-21","2012-08-21","PPV3",
"07:30:00","09:45:00","Hugo ","2012-08-21","2012-08-21","PPV3",
"09:45:00","12:30:00","Hugo ","2012-08-21","2012-08-21","PPV3",
"12:30:00","14:30:00","We Bought A Zoo","2012-08-21","2012-08-21","PPV3",
"14:30:00","16:30:00","We Bought A Zoo","2012-08-21","2012-08-21","PPV3",
"16:30:00","18:30:00","We Bought A Zoo","2012-08-21","2012-08-21","PPV3",
"18:30:00","20:30:00","We Bought A Zoo","2012-08-21","2012-08-21","PPV3",
"20:30:00","22:30:00","We Bought A Zoo","2012-08-21","2012-08-21","PPV3",
"22:30:00","00:30:00","We Bought A Zoo","2012-08-21","2012-08-22","PPV3",
"00:30:00","02:30:00","We Bought A Zoo","2012-08-22","2012-08-22","PPV3",
"02:30:00","04:30:00","We Bought A Zoo","2012-08-22","2012-08-22","PPV3",
"04:30:00","06:30:00","We Bought A Zoo","2012-08-22","2012-08-22","PPV3",
"06:30:00","08:30:00","We Bought A Zoo","2012-08-22","2012-08-22","PPV3",
"08:30:00","10:30:00","We Bought A Zoo","2012-08-22","2012-08-22","PPV3",
"10:30:00","12:30:00","We Bought A Zoo","2012-08-22","2012-08-22","PPV3",
"12:30:00","14:30:00","We Bought A Zoo","2012-08-22","2012-08-22","PPV3",
"14:30:00","16:30:00","We Bought A Zoo","2012-08-22","2012-08-22","PPV3",
"16:30:00","18:30:00","We Bought A Zoo","2012-08-22","2012-08-22","PPV3",
"18:30:00","20:30:00","We Bought A Zoo","2012-08-22","2012-08-22","PPV3",
"20:30:00","22:30:00","We Bought A Zoo","2012-08-22","2012-08-22","PPV3",
"22:30:00","00:30:00","We Bought A Zoo","2012-08-22","2012-08-23","PPV3",
"00:30:00","02:30:00","We Bought A Zoo","2012-08-23","2012-08-23","PPV3",
"02:30:00","04:30:00","We Bought A Zoo","2012-08-23","2012-08-23","PPV3",
"04:30:00","06:30:00","We Bought A Zoo","2012-08-23","2012-08-23","PPV3",
"06:30:00","08:30:00","We Bought A Zoo","2012-08-23","2012-08-23","PPV3",
"08:30:00","10:30:00","We Bought A Zoo","2012-08-23","2012-08-23","PPV3",
"10:30:00","12:30:00","We Bought A Zoo","2012-08-23","2012-08-23","PPV3",
"12:30:00","14:30:00","We Bought A Zoo","2012-08-23","2012-08-23","PPV3",
"14:30:00","16:30:00","We Bought A Zoo","2012-08-23","2012-08-23","PPV3",
"16:30:00","18:30:00","We Bought A Zoo","2012-08-23","2012-08-23","PPV3",
"18:30:00","20:30:00","We Bought A Zoo","2012-08-23","2012-08-23","PPV3",
"20:30:00","22:30:00","We Bought A Zoo","2012-08-23","2012-08-23","PPV3",
"22:30:00","00:30:00","We Bought A Zoo","2012-08-23","2012-08-24","PPV3",
"00:30:00","02:30:00","We Bought A Zoo","2012-08-24","2012-08-24","PPV3",
"02:30:00","04:30:00","We Bought A Zoo","2012-08-24","2012-08-24","PPV3",
"04:30:00","06:30:00","We Bought A Zoo","2012-08-24","2012-08-24","PPV3",
"06:30:00","08:30:00","We Bought A Zoo","2012-08-24","2012-08-24","PPV3",
"08:30:00","10:30:00","We Bought A Zoo","2012-08-24","2012-08-24","PPV3",
"10:30:00","12:30:00","We Bought A Zoo","2012-08-24","2012-08-24","PPV3",
"12:30:00","14:30:00","We Bought A Zoo","2012-08-24","2012-08-24","PPV3",
"14:30:00","16:30:00","We Bought A Zoo","2012-08-24","2012-08-24","PPV3",
"16:30:00","18:30:00","We Bought A Zoo","2012-08-24","2012-08-24","PPV3",
"18:30:00","20:30:00","We Bought A Zoo","2012-08-24","2012-08-24","PPV3",
"20:30:00","22:30:00","We Bought A Zoo","2012-08-24","2012-08-24","PPV3",
"22:30:00","00:30:00","We Bought A Zoo","2012-08-24","2012-08-25","PPV3",
"00:30:00","02:30:00","We Bought A Zoo","2012-08-25","2012-08-25","PPV3",
"02:30:00","04:30:00","We Bought A Zoo","2012-08-25","2012-08-25","PPV3",
"04:30:00","06:30:00","We Bought A Zoo","2012-08-25","2012-08-25","PPV3",
"06:30:00","08:30:00","We Bought A Zoo","2012-08-25","2012-08-25","PPV3",
"08:30:00","10:30:00","We Bought A Zoo","2012-08-25","2012-08-25","PPV3",
"10:30:00","12:30:00","We Bought A Zoo","2012-08-25","2012-08-25","PPV3",
"12:30:00","14:30:00","We Bought A Zoo","2012-08-25","2012-08-25","PPV3",
"14:30:00","16:30:00","We Bought A Zoo","2012-08-25","2012-08-25","PPV3",
"16:30:00","18:30:00","We Bought A Zoo","2012-08-25","2012-08-25","PPV3",
"18:30:00","20:30:00","We Bought A Zoo","2012-08-25","2012-08-25","PPV3",
"20:30:00","22:30:00","We Bought A Zoo","2012-08-25","2012-08-25","PPV3",
"22:30:00","00:30:00","We Bought A Zoo","2012-08-25","2012-08-26","PPV3",
"00:30:00","02:30:00","We Bought A Zoo","2012-08-26","2012-08-26","PPV3",
"02:30:00","04:30:00","We Bought A Zoo","2012-08-26","2012-08-26","PPV3",
"04:30:00","06:30:00","We Bought A Zoo","2012-08-26","2012-08-26","PPV3",
"06:30:00","08:30:00","We Bought A Zoo","2012-08-26","2012-08-26","PPV3",
"08:30:00","10:30:00","We Bought A Zoo","2012-08-26","2012-08-26","PPV3",
"10:30:00","12:30:00","We Bought A Zoo","2012-08-26","2012-08-26","PPV3",
"12:30:00","14:30:00","We Bought A Zoo","2012-08-26","2012-08-26","PPV3",
"14:30:00","16:30:00","We Bought A Zoo","2012-08-26","2012-08-26","PPV3",
"16:30:00","18:30:00","We Bought A Zoo","2012-08-26","2012-08-26","PPV3",
"18:30:00","20:30:00","We Bought A Zoo","2012-08-26","2012-08-26","PPV3",
"20:30:00","22:30:00","We Bought A Zoo","2012-08-26","2012-08-26","PPV3",
"22:30:00","00:30:00","We Bought A Zoo","2012-08-26","2012-08-27","PPV3",
"00:30:00","02:30:00","We Bought A Zoo","2012-08-27","2012-08-27","PPV3",
"02:30:00","04:30:00","We Bought A Zoo","2012-08-27","2012-08-27","PPV3",
"04:30:00","06:30:00","We Bought A Zoo","2012-08-27","2012-08-27","PPV3",
"06:30:00","08:30:00","We Bought A Zoo","2012-08-27","2012-08-27","PPV3",
"08:30:00","10:30:00","We Bought A Zoo","2012-08-27","2012-08-27","PPV3",
"10:30:00","12:30:00","We Bought A Zoo","2012-08-27","2012-08-27","PPV3",
"12:30:00","14:30:00","We Bought A Zoo","2012-08-27","2012-08-27","PPV3",
"14:30:00","16:30:00","We Bought A Zoo","2012-08-27","2012-08-27","PPV3",
"16:30:00","18:30:00","We Bought A Zoo","2012-08-27","2012-08-27","PPV3",
"18:30:00","20:30:00","We Bought A Zoo","2012-08-27","2012-08-27","PPV3",
"20:30:00","22:30:00","We Bought A Zoo","2012-08-27","2012-08-27","PPV3",
"22:30:00","00:30:00","We Bought A Zoo","2012-08-27","2012-08-28","PPV3",
"00:30:00","02:30:00","We Bought A Zoo","2012-08-28","2012-08-28","PPV3",
"02:30:00","04:30:00","We Bought A Zoo","2012-08-28","2012-08-28","PPV3",
"04:30:00","06:30:00","We Bought A Zoo","2012-08-28","2012-08-28","PPV3",
"06:30:00","08:30:00","We Bought A Zoo","2012-08-28","2012-08-28","PPV3",
"08:30:00","10:30:00","We Bought A Zoo","2012-08-28","2012-08-28","PPV3",
"10:30:00","12:30:00","We Bought A Zoo","2012-08-28","2012-08-28","PPV3",
"12:30:00","14:30:00","We Bought A Zoo","2012-08-28","2012-08-28","PPV3",
"14:30:00","16:30:00","We Bought A Zoo","2012-08-28","2012-08-28","PPV3",
"16:30:00","18:30:00","We Bought A Zoo","2012-08-28","2012-08-28","PPV3",
"18:30:00","20:30:00","We Bought A Zoo","2012-08-28","2012-08-28","PPV3",
"20:30:00","22:30:00","We Bought A Zoo","2012-08-28","2012-08-28","PPV3",
"22:30:00","00:30:00","We Bought A Zoo","2012-08-28","2012-08-29","PPV3",
"00:30:00","02:30:00","We Bought A Zoo","2012-08-29","2012-08-29","PPV3",
"02:30:00","04:30:00","We Bought A Zoo","2012-08-29","2012-08-29","PPV3",
"04:30:00","06:30:00","We Bought A Zoo","2012-08-29","2012-08-29","PPV3",
"06:30:00","08:30:00","We Bought A Zoo","2012-08-29","2012-08-29","PPV3",
"08:30:00","10:30:00","We Bought A Zoo","2012-08-29","2012-08-29","PPV3",
"10:30:00","12:30:00","We Bought A Zoo","2012-08-29","2012-08-29","PPV3",
"12:30:00","14:30:00","We Bought A Zoo","2012-08-29","2012-08-29","PPV3",
"14:30:00","16:30:00","We Bought A Zoo","2012-08-29","2012-08-29","PPV3",
"16:30:00","18:30:00","We Bought A Zoo","2012-08-29","2012-08-29","PPV3",
"18:30:00","20:30:00","We Bought A Zoo","2012-08-29","2012-08-29","PPV3",
"20:30:00","22:30:00","We Bought A Zoo","2012-08-29","2012-08-29","PPV3",
"22:30:00","00:30:00","We Bought A Zoo","2012-08-29","2012-08-30","PPV3",
"00:30:00","02:30:00","We Bought A Zoo","2012-08-30","2012-08-30","PPV3",
"02:30:00","04:30:00","We Bought A Zoo","2012-08-30","2012-08-30","PPV3",
"04:30:00","06:30:00","We Bought A Zoo","2012-08-30","2012-08-30","PPV3",
"06:30:00","08:30:00","We Bought A Zoo","2012-08-30","2012-08-30","PPV3",
"08:30:00","10:30:00","We Bought A Zoo","2012-08-30","2012-08-30","PPV3",
"10:30:00","12:30:00","We Bought A Zoo","2012-08-30","2012-08-30","PPV3",
"12:30:00","14:30:00","We Bought A Zoo","2012-08-30","2012-08-30","PPV3",
"14:30:00","16:30:00","We Bought A Zoo","2012-08-30","2012-08-30","PPV3",
"16:30:00","18:30:00","We Bought A Zoo","2012-08-30","2012-08-30","PPV3",
"18:30:00","20:30:00","We Bought A Zoo","2012-08-30","2012-08-30","PPV3",
"20:30:00","22:30:00","We Bought A Zoo","2012-08-30","2012-08-30","PPV3",
"22:30:00","00:30:00","We Bought A Zoo","2012-08-30","2012-08-31","PPV3",
"00:30:00","02:30:00","We Bought A Zoo","2012-08-31","2012-08-31","PPV3",
"02:30:00","04:30:00","We Bought A Zoo","2012-08-31","2012-08-31","PPV3",
"04:30:00","06:30:00","We Bought A Zoo","2012-08-31","2012-08-31","PPV3",
"06:30:00","08:30:00","We Bought A Zoo","2012-08-31","2012-08-31","PPV3",
"08:30:00","10:30:00","We Bought A Zoo","2012-08-31","2012-08-31","PPV3",
